Data,Acquisti MWh,Vendite MWh,€/MWh
08/05/2025,"4.485,70","2.449,40",120
08/05/2025,"5.235,10","2.915,90","134,94"
08/05/2025,"5.746,30","3.759,90","119,92"
08/05/2025,"5.946,40","4.379,00",107
08/05/2025,"5.983,30","4.864,80",94
08/05/2025,"5.903,70","4.731,50",82
08/05/2025,"5.968,10","4.753,80","64,06"
08/05/2025,"6.134,90","4.662,80","67,42"
08/05/2025,"5.832,30","4.542,70",75
08/05/2025,"5.748,80","4.771,80",82
08/05/2025,"5.673,10","4.593,90","91,63"
08/05/2025,"5.750,80","4.467,80","101,45"
08/05/2025,"5.853,60","4.352,70","113,88"
08/05/2025,"6.110,70","4.488,00",132
08/05/2025,"6.301,20","4.432,70",151
08/05/2025,"5.855,60","4.229,70","125,01"
08/05/2025,"5.365,60","3.524,50","112,23"
08/05/2025,"4.825,70","2.291,00","112,45"
09/05/2025,"4.468,60","2.235,80",120
09/05/2025,"4.256,80","2.144,30","103,11"
09/05/2025,"4.037,60","2.050,10","97,53"
09/05/2025,"4.027,30","2.151,30","98,84"
09/05/2025,"4.025,80","2.161,10","99,4"
09/05/2025,"4.176,20","2.249,30","106,78"
09/05/2025,"4.625,60","2.762,60","125,06"
09/05/2025,"5.268,30","3.270,20","139,94"
09/05/2025,"5.839,00","3.976,90","129,56"
09/05/2025,"5.966,20","3.882,10",115
09/05/2025,"6.038,60","3.971,30","100,83"
09/05/2025,"6.278,50","3.776,70","86,93"
09/05/2025,"6.008,90","3.816,80","58,49"
09/05/2025,"6.210,60","3.755,40","53,92"
09/05/2025,"6.184,00","3.846,90",70
09/05/2025,"6.065,10","3.657,20",70
09/05/2025,"5.743,00","3.521,80","87,66"
09/05/2025,"5.743,70","3.369,20","99,27"
09/05/2025,"5.846,70","4.104,60","111,12"
09/05/2025,"6.058,40","3.851,30","139,2"
09/05/2025,"6.326,90","4.253,80","157,3"
09/05/2025,"5.864,90","3.773,50",139
09/05/2025,"5.384,10","3.205,20","121,31"
09/05/2025,"4.855,90","2.198,00","111,59"
10/05/2025,"4.466,50","1.627,60","117,89"
10/05/2025,"4.207,60","1.583,20","106,27"
10/05/2025,"4.079,50","1.582,70","102,05"
10/05/2025,"4.001,80","1.586,60","96,34"
10/05/2025,"3.953,00","1.631,20","97,1"
10/05/2025,"4.006,40","1.628,90","97,1"
10/05/2025,"4.094,80","1.761,10","96,04"
10/05/2025,"4.442,60","1.704,50","104,11"
10/05/2025,"4.849,50","2.519,20","108,86"
10/05/2025,"5.022,00","3.270,30","107,86"
10/05/2025,"5.047,10","3.831,40",80
10/05/2025,"5.280,30","3.935,30",31
10/05/2025,"5.633,30","3.946,60",20
10/05/2025,"5.476,40","3.792,20","9,65"
10/05/2025,"5.256,20","3.587,40","9,65"
10/05/2025,"5.185,20","3.352,40",15
10/05/2025,"4.968,70","3.071,10","42,81"
10/05/2025,"4.840,10","2.606,90","87,17"
10/05/2025,"5.119,30","2.371,40","110,48"
10/05/2025,"5.447,00","3.020,60","130,19"
10/05/2025,"5.794,10","3.399,30","167,3"
10/05/2025,"5.397,40","2.983,90","143,88"
10/05/2025,"4.981,50","2.245,50","126,9"
10/05/2025,"4.597,40","1.223,50","133,5"
11/05/2025,"4.225,50","1.280,50","112,46"
11/05/2025,"3.946,70","966,9",110
11/05/2025,"3.796,60","758,9","104,52"
11/05/2025,"3.721,60","763,7","101,93"
11/05/2025,"3.646,60","793,6","101,96"
11/05/2025,"3.695,00","768,7","98,93"
11/05/2025,"3.640,50","903,5","95,63"
11/05/2025,"3.932,70","1.288,20","97,64"
11/05/2025,"4.234,00","1.861,90","95,81"
11/05/2025,"4.483,20","2.373,00","87,86"
11/05/2025,"4.841,60","2.547,80",31
11/05/2025,"5.028,50","2.724,40","9,95"
11/05/2025,"5.423,30","2.816,40","8,65"
11/05/2025,"5.429,60","2.818,80","8,65"
11/05/2025,"5.184,30","2.628,90","8,65"
11/05/2025,"4.976,00","2.495,50","8,65"
11/05/2025,"4.647,40","2.530,50",21
11/05/2025,"4.466,70","2.476,80","80,92"
11/05/2025,"4.677,60","2.347,10",110
11/05/2025,"5.013,10","2.625,90","129,6"
11/05/2025,"5.425,30","2.898,10","155,86"
11/05/2025,"5.246,50","2.665,60","155,53"
11/05/2025,"4.844,30","2.165,80",113
11/05/2025,"4.452,70","1.746,40","94,69"
12/05/2025,"4.117,10","1.431,70","90,41"
12/05/2025,"3.867,20","1.153,30","85,44"
12/05/2025,"3.746,00","1.012,30","84,96"
12/05/2025,"3.737,40","1.077,80","85,44"
12/05/2025,"3.721,10","1.069,60","84,96"
12/05/2025,"3.900,00","1.526,10","93,6"
12/05/2025,"4.323,00","1.688,00",110
12/05/2025,"5.006,30","2.291,30","154,73"
12/05/2025,"5.469,20","3.087,90","136,7"
12/05/2025,"5.739,70","3.686,50","98,43"
12/05/2025,"5.695,50","3.755,80",80
12/05/2025,"5.672,20","3.948,80","65,4"
12/05/2025,"5.760,90","4.030,40","58,65"
12/05/2025,"5.904,00","3.982,60","77,87"
12/05/2025,"5.711,80","4.207,00","96,48"
12/05/2025,"5.666,90","3.953,00","95,02"
12/05/2025,"5.579,80","3.668,50","101,35"
12/05/2025,"5.579,80","3.276,90","108,2"
12/05/2025,"5.675,00","3.490,90","153,77"
12/05/2025,"5.926,80","3.463,40","141,2"
12/05/2025,"6.289,10","3.821,50","167,15"
12/05/2025,"5.887,60","3.349,90","157,2"
12/05/2025,"5.312,90","2.957,30",111
12/05/2025,"4.728,00","2.212,60","104,69"
13/05/2025,"4.403,60","2.089,50",114
13/05/2025,"4.187,00","1.815,60","102,67"
13/05/2025,"4.052,30","1.723,90","98,67"
13/05/2025,"3.967,50","1.758,80","97,37"
13/05/2025,"3.990,20","1.788,40",100
13/05/2025,"4.159,40","1.946,70","106,44"
13/05/2025,"4.633,30","2.298,80","137,33"
13/05/2025,"5.240,50","2.800,10","153,77"
13/05/2025,"5.612,40","3.624,10","139,7"
13/05/2025,"5.844,60","4.092,20","102,41"
13/05/2025,"5.898,40","4.249,50","98,53"
13/05/2025,"5.904,90","4.407,10","88,36"
13/05/2025,"6.167,80","4.283,50","88,39"
13/05/2025,"6.244,60","3.891,10","87,62"
13/05/2025,"6.225,60","4.101,60","89,4"
13/05/2025,"5.961,30","3.860,70","99,86"
13/05/2025,"5.835,30","3.793,80","111,7"
13/05/2025,"5.867,10","3.860,20",110
13/05/2025,"5.863,60","4.276,80",120
13/05/2025,"6.142,20","3.963,30","144,18"
13/05/2025,"6.385,60","4.000,80","160,61"
13/05/2025,"6.018,60","3.895,60","144,18"
13/05/2025,"5.405,00","3.479,40",131
13/05/2025,"4.848,50","2.763,00","113,99"
14/05/2025,"4.463,60","2.622,20","114,12"
14/05/2025,"4.228,80","2.541,50","104,97"
14/05/2025,"4.022,70","2.565,20",105
14/05/2025,"3.965,50","2.550,20","104,76"
14/05/2025,"3.977,20","2.600,20","102,47"
14/05/2025,"4.125,40","2.640,20","109,5"
14/05/2025,"4.624,30","3.181,40","127,76"
14/05/2025,"5.282,00","3.732,70","130,19"
14/05/2025,"5.686,10","4.393,50",123
14/05/2025,"5.854,60","4.086,00","97,1"
14/05/2025,"5.868,80","4.176,20",70
14/05/2025,"5.858,30","3.962,90","55,29"
14/05/2025,"6.334,20","3.995,50","50,75"
14/05/2025,"6.057,30","3.912,50","55,29"
14/05/2025,"5.928,10","3.621,00",61
14/05/2025,"5.828,90","3.388,60","72,5"
14/05/2025,"5.768,70","3.293,90","89,41"
14/05/2025,"5.699,90","3.064,10",100
14/05/2025,"5.842,90","3.798,00","117,42"
14/05/2025,"6.067,30","3.546,00","144,95"
14/05/2025,"6.373,30","3.738,20","176,67"
14/05/2025,"5.996,90","3.591,00","144,95"
14/05/2025,"5.401,70","3.221,90",120
14/05/2025,"4.854,10","2.567,90",115
15/05/2025,"4.485,00","1.548,90",113
15/05/2025,"4.205,60","1.535,00",105
15/05/2025,"4.007,80","1.534,50","101,48"
15/05/2025,"3.963,60","1.522,80","103,72"
15/05/2025,"3.983,80","1.610,70","105,85"
15/05/2025,"4.095,30","1.647,50","108,65"
15/05/2025,"4.619,10","1.998,50","124,97"
15/05/2025,"5.299,20","2.406,70","131,75"
15/05/2025,"5.741,90","3.074,00","128,2"
15/05/2025,"5.893,20","3.685,00","110,8"
15/05/2025,"5.950,80","4.095,80",80
15/05/2025,"5.966,50","4.154,60","44,7"
15/05/2025,"6.387,20","3.859,00","22,1"
15/05/2025,"6.265,40","3.820,90","22,61"
15/05/2025,"6.090,20","3.698,50",39
15/05/2025,"5.800,30","3.479,60",56
15/05/2025,"5.744,10","3.363,60","102,14"
15/05/2025,"5.713,10","3.249,80",108
15/05/2025,"5.812,40","4.021,20","125,96"
15/05/2025,"6.090,90","4.245,80","144,95"
15/05/2025,"6.292,10","4.111,30","158,12"
15/05/2025,"5.915,40","4.143,10","136,15"
15/05/2025,"5.380,20","3.877,80","117,55"
15/05/2025,"4.848,30","3.058,70","114,22"
16/05/2025,"4.465,90","1.838,90","112,11"
16/05/2025,"4.109,70","1.510,50","105,8"
16/05/2025,"3.979,90","1.621,40","103,67"
16/05/2025,"3.921,60","1.726,70","105,78"
16/05/2025,"3.931,70","1.851,60","104,68"
16/05/2025,"4.097,30","2.026,10",110
16/05/2025,"4.535,30","2.485,10","121,81"
16/05/2025,"5.219,20","3.087,10",128
16/05/2025,"5.654,30","3.831,90","119,95"
16/05/2025,"5.859,50","4.468,00","106,73"
16/05/2025,"5.826,80","4.576,00","85,99"
16/05/2025,"5.886,00","4.710,90","48,2"
16/05/2025,"6.198,80","4.469,80",23
16/05/2025,"6.046,20","4.564,70","15,22"
16/05/2025,"5.915,10","4.389,90",20
16/05/2025,"5.880,20","4.181,90",25
16/05/2025,"5.712,10","3.957,60","33,1"
16/05/2025,"5.583,20","3.741,10","84,5"
16/05/2025,"5.713,40","3.680,40","111,4"
16/05/2025,"6.029,50","3.820,50",130
16/05/2025,"6.245,60","3.599,70","147,6"
16/05/2025,"5.910,50","3.417,00","132,05"
16/05/2025,"5.397,30","3.084,00","117,47"
16/05/2025,"4.943,80","2.361,00","106,19"
17/05/2025,"4.483,50","1.769,30","114,03"
17/05/2025,"4.134,50","1.542,10","103,66"
17/05/2025,"3.914,10","1.539,00",100
17/05/2025,"3.858,60","1.511,50","90,5"
17/05/2025,"3.847,80","1.551,50","91,92"
17/05/2025,"3.939,60","1.542,10","98,52"
17/05/2025,"4.040,50","1.745,30","105,9"
17/05/2025,"4.401,60","2.320,10","118,8"
17/05/2025,"4.732,10","2.786,10",110
17/05/2025,"5.016,80","3.625,70",105
17/05/2025,"5.137,20","3.985,60",60
17/05/2025,"5.388,30","3.983,70",20
17/05/2025,"5.629,70","4.007,20",20
17/05/2025,"5.619,60","3.842,50",20
17/05/2025,"5.421,00","3.664,80",20
17/05/2025,"5.156,70","3.243,90",20
17/05/2025,"4.733,00","3.048,80",70
17/05/2025,"4.855,60","2.612,30","104,27"
17/05/2025,"5.039,90","2.923,20","122,45"
17/05/2025,"5.369,60","3.664,00","145,62"
17/05/2025,"5.664,50","3.742,50","147,97"
17/05/2025,"5.341,80","3.475,90",130
17/05/2025,"4.973,00","3.471,20","116,38"
17/05/2025,"4.509,40","2.114,30","111,55"
18/05/2025,"4.232,90","1.495,50","127,06"
18/05/2025,"3.938,30","1.137,90","116,7"
18/05/2025,"3.682,90","1.200,80","103,08"
18/05/2025,"3.621,70","1.265,90","98,78"
18/05/2025,"3.539,00","1.353,70","98,78"
18/05/2025,"3.597,90","1.405,10","98,78"
18/05/2025,"3.628,70","1.507,80","98,78"
18/05/2025,"3.730,00","2.060,00","99,43"
18/05/2025,"4.040,40","2.762,80","88,23"
18/05/2025,"4.609,90","3.318,30","17,65"
18/05/2025,"5.011,10","3.860,30","8,65"
18/05/2025,"5.325,30","4.194,60","8,65"
18/05/2025,"5.189,20","4.234,40",1
18/05/2025,"5.005,00","3.840,40",0
18/05/2025,"4.798,10","3.735,70",0
18/05/2025,"4.955,10","3.752,70",0
18/05/2025,"4.851,40","3.772,50",3
18/05/2025,"4.589,10","3.340,50","25,24"
18/05/2025,"4.538,50","3.055,00",100
18/05/2025,"4.917,50","2.766,10","120,5"
18/05/2025,"5.312,90","2.857,40","146,61"
18/05/2025,"5.163,20","2.853,40",128
18/05/2025,"4.801,60","2.386,50",120
18/05/2025,"4.371,20","1.789,90","106,51"
19/05/2025,"4.074,90","1.467,90",100
19/05/2025,"3.767,80","1.416,00","95,7"
19/05/2025,"3.674,20","1.390,70","95,44"
19/05/2025,"3.615,20","1.366,90",93
19/05/2025,"3.629,10","1.401,00","94,5"
19/05/2025,"3.838,90","1.362,60","104,97"
19/05/2025,"4.342,90","1.520,60","126,86"
19/05/2025,"4.940,30","1.977,10","135,18"
19/05/2025,"5.439,00","2.729,40","126,99"
19/05/2025,"5.615,30","3.401,60","108,72"
19/05/2025,"5.609,20","3.783,00","72,95"
19/05/2025,"5.747,80","3.857,10",38
19/05/2025,"6.036,40","3.888,80","20,72"
19/05/2025,"5.923,50","3.882,70","22,64"
19/05/2025,"5.728,60","3.967,00","36,89"
19/05/2025,"5.560,30","4.036,00",70
19/05/2025,"5.511,40","4.030,10","98,65"
19/05/2025,"5.520,10","3.739,60","113,71"
19/05/2025,"5.701,10","4.296,90",128
19/05/2025,"5.996,20","4.612,70","143,75"
19/05/2025,"6.214,00","4.828,80","161,51"
19/05/2025,"5.972,40","4.262,00",161
19/05/2025,"5.420,70","4.169,10",124
19/05/2025,"4.875,60","3.629,10","125,22"
20/05/2025,"4.453,30","2.803,20",114
20/05/2025,"4.148,70","2.608,50",110
20/05/2025,"3.998,90","2.583,80","107,61"
20/05/2025,"4.014,10","2.605,90","110,9"
20/05/2025,"4.008,40","2.692,10",110
20/05/2025,"4.124,00","2.745,30","118,96"
20/05/2025,"4.593,10","3.297,80",140
20/05/2025,"5.282,50","3.670,80","136,13"
20/05/2025,"5.776,40","4.233,20","130,5"
20/05/2025,"5.989,00","3.483,10","135,8"
20/05/2025,"6.004,40","3.645,10",115
20/05/2025,"6.020,80","3.876,30",110
20/05/2025,"6.033,90","3.935,30","98,11"
20/05/2025,"5.928,70","4.032,90","97,47"
20/05/2025,"5.923,90","4.076,50","101,46"
20/05/2025,"5.840,70","4.046,70","113,77"
20/05/2025,"5.841,30","3.871,90",120
20/05/2025,"5.797,30","3.746,90","119,95"
20/05/2025,"5.917,00","4.832,30","126,64"
20/05/2025,"6.054,80","5.128,40","130,18"
20/05/2025,"6.207,90","4.963,40","150,61"
20/05/2025,"5.920,80","4.913,80","132,1"
20/05/2025,"5.422,90","4.488,40","114,73"
20/05/2025,"4.830,30","3.342,70","113,74"
21/05/2025,"4.525,50","2.732,30","107,93"
21/05/2025,"4.276,20","2.240,50","102,33"
21/05/2025,"4.080,10","2.125,40","100,5"
21/05/2025,"4.031,30","2.021,70",100
21/05/2025,"4.063,30","2.047,80","98,98"
21/05/2025,"4.227,60","2.168,40","104,25"
21/05/2025,"4.593,20","2.570,80","125,8"
21/05/2025,"5.334,10","3.108,10",138
21/05/2025,"5.757,70","4.729,30","127,78"
21/05/2025,"5.920,60","4.091,70","127,78"
21/05/2025,"5.998,50","4.650,40","102,31"
21/05/2025,"5.888,50","4.691,20","88,9"
21/05/2025,"6.026,90","4.646,40",38
21/05/2025,"6.015,40","4.579,30",35
21/05/2025,"5.888,80","4.454,60","45,43"
21/05/2025,"5.785,40","4.340,10","75,3"
21/05/2025,"5.685,10","4.592,10","98,5"
21/05/2025,"5.673,20","4.327,60","110,56"
21/05/2025,"5.836,20","4.148,80","112,53"
21/05/2025,"6.082,50","3.793,20","131,21"
21/05/2025,"6.295,30","3.732,30","157,72"
21/05/2025,"6.021,90","3.676,20","130,92"
21/05/2025,"5.483,20","3.191,70",115
21/05/2025,"4.968,60","3.038,90","112,89"
22/05/2025,"4.480,00","2.789,90","105,94"
22/05/2025,"4.183,20","2.494,80","96,83"
22/05/2025,"4.084,60","2.408,60","92,38"
22/05/2025,"4.393,30","2.426,90","94,16"
22/05/2025,"4.034,00","2.463,50","91,67"
22/05/2025,"4.153,90","2.575,90","98,51"
22/05/2025,"4.564,00","3.047,60","122,66"
22/05/2025,"5.303,60","3.639,50","127,6"
22/05/2025,"5.802,60","4.186,80","132,69"
22/05/2025,"6.013,00","4.762,40","124,34"
22/05/2025,"6.043,90","4.660,70","91,1"
22/05/2025,"6.124,20","4.804,40","36,1"
22/05/2025,"6.280,40","4.970,50","16,18"
22/05/2025,"6.493,10","5.033,30","13,73"
22/05/2025,"6.343,70","4.758,10",5
22/05/2025,"6.052,40","4.520,80",5
22/05/2025,"5.804,60","4.507,00","85,44"
22/05/2025,"5.736,10","4.542,50","105,52"
22/05/2025,"5.961,80","4.082,10","117,26"
22/05/2025,"6.152,80","4.005,20",130
22/05/2025,"6.289,20","3.760,80",140
22/05/2025,"5.946,70","3.354,20","136,9"
22/05/2025,"5.428,40","3.423,90","122,35"
22/05/2025,"4.908,40","2.965,60","110,48"
23/05/2025,"4.510,40","2.819,10","113,11"
23/05/2025,"4.251,50","2.643,40","104,67"
23/05/2025,"4.074,00","2.501,80",100
23/05/2025,"3.958,10","2.411,50",100
23/05/2025,"3.988,20","2.479,50","105,99"
23/05/2025,"4.096,60","2.492,90","110,54"
23/05/2025,"4.557,50","2.855,20","132,98"
23/05/2025,"5.273,50","3.433,90","157,6"
23/05/2025,"5.719,10","4.358,90","141,6"
23/05/2025,"5.914,90","4.793,10","129,5"
23/05/2025,"6.034,90","4.760,30","106,2"
23/05/2025,"5.934,80","5.000,60","97,1"
23/05/2025,"5.947,60","4.744,00","80,5"
23/05/2025,"5.837,50","4.739,20","71,43"
23/05/2025,"5.773,40","4.492,30","86,64"
23/05/2025,"5.737,90","4.402,30","90,7"
23/05/2025,"5.656,10","4.275,60","101,5"
23/05/2025,"5.675,60","3.812,90",110
23/05/2025,"5.817,30","3.689,30","124,97"
23/05/2025,"6.049,10","4.141,80","132,98"
23/05/2025,"6.214,90","3.932,60","150,25"
23/05/2025,"5.911,80","3.919,10","149,76"
23/05/2025,"5.457,50","3.591,30","131,94"
23/05/2025,"4.961,00","2.613,10",128
24/05/2025,"4.455,90","1.850,40","115,3"
24/05/2025,"4.222,00","1.739,50","111,5"
24/05/2025,"4.034,30","1.746,50","106,17"
24/05/2025,"3.892,40","1.811,10","99,83"
24/05/2025,"3.868,90","1.909,30",99
24/05/2025,"3.922,60","1.988,50","98,06"
24/05/2025,"4.064,40","2.181,50","98,25"
24/05/2025,"4.448,60","2.137,20","100,19"
24/05/2025,"4.778,30","2.935,40","102,93"
24/05/2025,"5.084,70","3.586,80","99,28"
24/05/2025,"5.176,20","4.030,90",73
24/05/2025,"5.204,50","3.917,90",25
24/05/2025,"5.334,40","3.923,60",20
24/05/2025,"5.310,70","3.879,10",10
24/05/2025,"5.203,80","3.806,60",10
24/05/2025,"5.078,00","3.649,00",10
24/05/2025,"4.869,90","3.425,30","19,7"
24/05/2025,"4.903,40","3.221,00",65
24/05/2025,"5.127,20","2.630,50","118,58"
24/05/2025,"5.422,10","2.350,10",140
24/05/2025,"5.602,70","2.298,10","150,5"
24/05/2025,"5.336,90","2.233,80","127,77"
24/05/2025,"5.036,20","1.877,40",110
24/05/2025,"4.614,80","1.649,10","97,1"
25/05/2025,"4.318,10","1.717,50","96,86"
25/05/2025,"3.940,30","1.634,70","62,03"
25/05/2025,"3.759,90","1.653,30","33,9"
25/05/2025,"3.637,00","1.616,20",45
25/05/2025,"3.651,80","1.660,50",50
25/05/2025,"3.617,00","1.722,60","59,45"
25/05/2025,"3.644,90","2.007,30",69
25/05/2025,"3.880,70","2.646,50","30,1"
25/05/2025,"4.372,60","3.518,50","16,82"
25/05/2025,"4.801,80","4.015,00",1
25/05/2025,"4.924,20","4.316,00",0
25/05/2025,"5.065,00","4.467,20",0
25/05/2025,"5.239,60","4.512,20",0
25/05/2025,"5.029,40","4.177,30",0
25/05/2025,"4.831,90","3.981,30",0
25/05/2025,"4.748,30","3.878,70",0
25/05/2025,"4.602,60","3.564,60",0
25/05/2025,"4.691,50","3.117,40",9
25/05/2025,"4.685,40","2.587,60","86,2"
25/05/2025,"4.981,10","2.015,70","128,27"
25/05/2025,"5.331,70","1.792,60","136,7"
25/05/2025,"5.205,30","1.619,30","118,77"
25/05/2025,"4.900,90","1.414,20","104,95"
25/05/2025,"4.483,60","1.043,10","97,8"
26/05/2025,"4.063,40","870,6","96,8"
26/05/2025,"3.739,30","835,3","88,25"
26/05/2025,"3.666,30","798,7","88,26"
26/05/2025,"3.611,80","773,9","88,26"
26/05/2025,"3.594,30","825,1","88,55"
26/05/2025,"3.727,60","872,6","97,58"
26/05/2025,"4.288,20","1.257,90","137,73"
26/05/2025,"4.918,90","2.090,90",150
26/05/2025,"5.385,40","2.975,10","142,03"
26/05/2025,"5.612,90","3.446,40",110
26/05/2025,"5.646,50","3.865,60","97,1"
26/05/2025,"5.668,10","4.191,30","81,03"
26/05/2025,"5.842,50","4.298,60",51
26/05/2025,"5.743,50","4.356,50",46
26/05/2025,"5.904,50","4.217,10","75,33"
26/05/2025,"5.682,10","4.109,70","88,85"
26/05/2025,"5.593,70","3.910,20","97,1"
26/05/2025,"5.601,10","3.961,00","101,18"
26/05/2025,"5.680,90","3.724,80",127
26/05/2025,"5.919,10","4.555,90","139,06"
26/05/2025,"6.085,60","4.282,70","157,4"
26/05/2025,"5.799,00","4.041,10","150,64"
26/05/2025,"5.315,60","3.680,60","118,5"
26/05/2025,"4.791,40","2.661,50","119,53"
27/05/2025,"4.460,00","2.186,70","115,55"
27/05/2025,"4.132,60","2.043,30","103,68"
27/05/2025,"4.043,80","1.890,90","97,23"
27/05/2025,"3.935,60","1.885,00","90,97"
27/05/2025,"3.970,50","1.950,90","95,35"
27/05/2025,"4.064,60","1.937,30","98,64"
27/05/2025,"4.557,30","2.335,60","118,11"
27/05/2025,"5.211,40","2.931,60","146,76"
27/05/2025,"5.596,70","3.542,40","150,18"
27/05/2025,"5.916,80","3.944,30","142,06"
27/05/2025,"5.978,00","4.338,50","130,16"
27/05/2025,"5.981,60","4.512,50","105,5"
27/05/2025,"5.964,20","4.614,40",94
27/05/2025,"5.928,80","4.530,80",79
27/05/2025,"6.004,40","4.369,30",96
27/05/2025,"5.899,00","4.127,50","103,67"
27/05/2025,"5.863,10","3.856,10","105,5"
27/05/2025,"5.806,40","3.510,20",115
27/05/2025,"5.895,70","3.137,20","116,2"
27/05/2025,"6.060,90","3.946,00","139,19"
27/05/2025,"6.205,90","3.906,40","150,49"
27/05/2025,"5.912,40","3.611,10","140,71"
27/05/2025,"5.415,50","3.523,10","128,36"
27/05/2025,"4.815,30","2.369,10","120,5"
28/05/2025,"4.534,40","1.828,20",124
28/05/2025,"4.247,90","1.602,50","115,55"
28/05/2025,"4.117,20","1.633,50","107,4"
28/05/2025,"4.066,80","1.640,80",102
28/05/2025,"4.122,50","1.713,50",102
28/05/2025,"4.191,30","1.740,20","103,67"
28/05/2025,"4.565,50","1.998,60",120
28/05/2025,"5.260,60","2.806,90","127,02"
28/05/2025,"5.713,90","3.542,00",120
28/05/2025,"5.898,70","4.117,50","105,13"
28/05/2025,"5.891,80","4.157,30","83,64"
28/05/2025,"5.942,20","4.343,70","77,56"
28/05/2025,"5.986,10","4.426,70","69,2"
28/05/2025,"6.221,30","4.350,80","66,63"
28/05/2025,"6.031,70","4.058,30","78,8"
28/05/2025,"5.911,10","3.825,10","90,55"
28/05/2025,"5.813,90","3.949,10","104,48"
28/05/2025,"5.765,10","3.606,50","116,67"
28/05/2025,"5.921,20","3.516,70",130
28/05/2025,"6.146,40","4.219,90","137,81"
28/05/2025,"6.287,00","4.190,20","159,68"
28/05/2025,"6.006,80","4.105,50","147,76"
28/05/2025,"5.504,50","3.876,90","132,85"
28/05/2025,"4.936,90","2.880,60","124,82"
29/05/2025,"4.583,00","2.177,70","116,71"
29/05/2025,"4.218,30","2.029,00","104,4"
29/05/2025,"4.092,00","2.070,60","99,3"
29/05/2025,"3.991,50","1.918,70","89,81"
29/05/2025,"3.994,20","1.734,20","89,82"
29/05/2025,"4.140,60","1.953,80","97,1"
29/05/2025,"4.614,10","2.071,70","110,13"
29/05/2025,"5.276,50","2.583,30","130,19"
29/05/2025,"5.729,30","3.238,50","126,73"
29/05/2025,"5.935,70","3.953,50","128,6"
29/05/2025,"5.978,60","4.102,80","88,78"
29/05/2025,"6.092,40","4.309,30",42
29/05/2025,"6.619,40","4.601,60","29,7"
29/05/2025,"6.564,30","4.650,00","22,83"
29/05/2025,"6.463,30","4.517,50",10
29/05/2025,"6.165,10","4.371,60",5
29/05/2025,"5.981,90","4.386,90",35
29/05/2025,"5.760,10","3.964,00","89,7"
29/05/2025,"5.860,80","4.114,80","105,59"
29/05/2025,"6.095,60","4.200,20","135,47"
29/05/2025,"6.298,70","3.857,80",162
29/05/2025,"5.970,20","3.925,60","140,87"
29/05/2025,"5.484,50","3.656,80","119,12"
29/05/2025,"4.960,10","3.262,80","112,26"
30/05/2025,"4.568,10","1.791,50","110,6"
30/05/2025,"4.303,90","1.691,60","100,08"
30/05/2025,"4.154,40","1.749,40","97,1"
30/05/2025,"4.079,20","1.769,60","88,9"
30/05/2025,"4.080,10","1.789,20","77,16"
30/05/2025,"4.223,40","1.850,40","97,1"
30/05/2025,"4.670,30","2.130,60",110
30/05/2025,"5.245,20","2.964,20",110
30/05/2025,"5.681,20","3.950,30","97,1"
30/05/2025,"5.998,60","4.287,10",43
30/05/2025,"6.280,60","4.469,80",1
30/05/2025,"6.386,80","4.610,30","0,01"
30/05/2025,"6.804,10","4.779,70","0,01"
30/05/2025,"6.701,70","4.732,00","0,01"
30/05/2025,"6.579,90","4.589,70",0
30/05/2025,"6.485,00","4.434,70","0,99"
30/05/2025,"6.106,20","4.153,20",5
30/05/2025,"5.726,10","3.934,30","67,34"
30/05/2025,"5.761,70","3.463,70","119,16"
30/05/2025,"6.048,10","4.174,10","130,57"
30/05/2025,"6.244,60","4.050,60",154
30/05/2025,"5.907,50","3.993,10","142,44"
30/05/2025,"5.433,50","3.578,90","130,19"
30/05/2025,"4.974,00","2.557,60",124
31/05/2025,"4.566,20","2.088,80",124
31/05/2025,"4.296,00","1.625,30","111,65"
31/05/2025,"4.085,30","1.612,10","101,62"
31/05/2025,"3.976,60","1.661,70","103,07"
31/05/2025,"3.997,30","1.691,00","106,99"
31/05/2025,"4.028,90","1.656,90","107,01"
31/05/2025,"4.153,60","1.884,80",124
31/05/2025,"4.459,20","2.498,60","128,74"
31/05/2025,"4.758,30","3.333,70",108
31/05/2025,"5.007,30","4.167,20","98,64"
31/05/2025,"5.354,40","4.332,00","25,9"
31/05/2025,"5.606,60","4.641,50",10
31/05/2025,"5.859,00","4.761,60",10
31/05/2025,"5.800,30","4.726,00",10
31/05/2025,"5.641,00","4.539,70",10
31/05/2025,"5.322,80","4.172,30",11
31/05/2025,"5.011,80","3.926,90",38
31/05/2025,"5.062,30","3.517,70",99
31/05/2025,"5.283,10","3.486,80",125
31/05/2025,"5.595,20","4.071,20","129,39"
31/05/2025,"5.697,90","3.869,20","146,51"
31/05/2025,"5.454,60","3.776,00","146,4"
31/05/2025,"5.078,60","3.583,70","130,19"
31/05/2025,"4.671,80","2.664,10","128,85"
01/06/2025,"4.483,40","2.551,70",125
01/06/2025,"4.119,90","1.640,80","124,44"
01/06/2025,"3.915,70","1.632,30",120
01/06/2025,"3.822,70","1.592,50",118
01/06/2025,"3.839,80","1.647,40",120
01/06/2025,"3.786,60","1.702,10","116,5"
01/06/2025,"3.729,50","1.963,10","104,51"
01/06/2025,"3.887,70","2.597,40","101,93"
01/06/2025,"4.178,60","2.757,30","97,13"
