Data,Acquisti MWh,Vendite MWh,€/MWh
01/01/2022,"4.331,27","1.811,57","170,28"
01/01/2022,"3.983,88","1.367,67","155,72"
01/01/2022,"3.704,99","1.334,19","147,09"
01/01/2022,"3.540,21","1.208,40",91
01/01/2022,"3.471,48","1.162,80",104
01/01/2022,"3.551,48","1.151,07","140,6"
01/01/2022,"3.732,87","1.096,73","147,09"
01/01/2022,"3.900,10","1.183,20","99,99"
01/01/2022,"4.049,64","1.291,63","67,99"
01/01/2022,"4.444,48","1.598,37",95
01/01/2022,"4.745,58","1.885,76","135,8"
01/01/2022,"4.959,48","2.072,41","150,7"
01/01/2022,"5.176,50","1.940,94","155,72"
01/01/2022,"4.965,01","1.891,83","147,09"
01/01/2022,"4.666,75","1.566,54",100
01/01/2022,"4.659,10","1.410,10",155
01/01/2022,"4.836,68","1.450,44","169,78"
01/01/2022,"5.329,47","1.800,85","203,1"
01/01/2022,"5.523,48","1.932,42","205,83"
01/01/2022,"5.735,59","2.149,78","214,66"
01/01/2022,"5.720,37","2.132,61","214,66"
01/01/2022,"5.415,30","1.693,48",203
01/01/2022,"5.031,81","1.539,19",180
01/01/2022,"4.556,48","1.036,13","162,44"
02/01/2022,"4.240,76","1.005,68","155,72"
02/01/2022,"3.874,18","914,22","142,85"
02/01/2022,"3.606,03","844,11","140,6"
02/01/2022,"3.483,06","813,34",100
02/01/2022,"3.441,28","822,82","140,6"
02/01/2022,"3.553,35","841,63","141,93"
02/01/2022,"3.833,15","910,91","147,09"
02/01/2022,"4.123,26","979,6","155,72"
02/01/2022,"4.407,82","1.236,22","152,59"
02/01/2022,"4.848,03","1.615,91","155,72"
02/01/2022,"5.102,20","1.961,69","167,98"
02/01/2022,"5.258,69","2.602,12","175,08"
02/01/2022,"5.392,27","2.546,92","189,58"
02/01/2022,"5.193,84","2.243,72","169,69"
02/01/2022,"5.007,14","1.913,44","155,72"
02/01/2022,"5.079,47","1.754,07","167,75"
02/01/2022,"5.248,01","2.498,13","194,21"
02/01/2022,"5.714,72","2.954,75",245
02/01/2022,"5.934,76","3.013,41","225,19"
02/01/2022,"6.100,42","3.043,78","216,29"
02/01/2022,"5.944,45","2.979,90","199,64"
02/01/2022,"5.627,05","2.695,82","178,41"
02/01/2022,"5.194,48","1.764,75","154,44"
02/01/2022,"4.676,35","1.693,66","144,79"
03/01/2022,"4.230,64","1.744,11",127
03/01/2022,"3.905,42","1.608,72",127
03/01/2022,"3.716,71","1.537,06","84,62"
03/01/2022,"3.656,03","1.504,27","83,27"
03/01/2022,"3.688,88","1.486,35",85
03/01/2022,"3.963,03","1.475,28","84,5"
03/01/2022,"4.696,22","1.727,37","164,46"
03/01/2022,"5.529,97","2.721,83","202,03"
03/01/2022,"6.189,00","2.985,76",212
03/01/2022,"6.664,65","3.388,56",232
03/01/2022,"6.752,59","3.672,51","239,51"
03/01/2022,"6.777,32","3.887,28","212,22"
03/01/2022,"6.788,67","3.728,95","202,03"
03/01/2022,"6.657,21","3.564,54","199,89"
03/01/2022,"6.701,71","3.516,40","207,16"
03/01/2022,"6.809,67","3.455,15",265
03/01/2022,"7.030,45","3.401,76",270
03/01/2022,"7.429,94","3.608,34",300
03/01/2022,"7.472,48","3.478,89",300
03/01/2022,"7.448,16","3.405,44",275
03/01/2022,"7.068,25","3.319,65","221,16"
03/01/2022,"6.524,79","2.570,52","199,08"
03/01/2022,"5.885,11","2.084,89",170
03/01/2022,"5.238,53","2.080,88","161,01"
04/01/2022,"4.633,67","1.697,65","150,55"
04/01/2022,"4.296,29","1.741,15","140,6"
04/01/2022,"4.066,06","1.728,19","113,29"
04/01/2022,"4.000,72","1.758,68","105,81"
04/01/2022,"4.024,18","1.767,52",105
04/01/2022,"4.273,43","1.832,44",120
04/01/2022,"4.918,77","2.449,15","156,91"
04/01/2022,"5.731,35","3.450,28","182,64"
04/01/2022,"6.348,14","3.703,49",200
04/01/2022,"6.804,41","4.335,10","192,8"
04/01/2022,"6.869,57","4.520,95","189,88"
04/01/2022,"6.828,52","4.652,17","182,42"
04/01/2022,"6.799,28","4.582,56","182,46"
04/01/2022,"6.646,40","4.548,72","179,59"
04/01/2022,"6.684,97","4.483,19",179
04/01/2022,"6.784,31","4.476,12","180,93"
04/01/2022,"6.995,59","4.352,46","192,27"
04/01/2022,"7.407,52","4.399,15","201,21"
04/01/2022,"7.480,46","4.376,70","197,19"
04/01/2022,"7.511,15","4.364,03","190,35"
04/01/2022,"7.130,99","4.215,47","170,84"
04/01/2022,"6.554,94","3.717,26","161,3"
04/01/2022,"5.941,65","2.750,75","156,8"
04/01/2022,"5.275,64","2.375,66","145,6"
05/01/2022,"4.633,45","2.026,65","142,6"
05/01/2022,"4.291,95","1.972,05","105,1"
05/01/2022,"4.068,41","1.951,98","84,5"
05/01/2022,"3.967,37","1.921,92","75,38"
05/01/2022,"4.002,73","1.901,94","79,11"
05/01/2022,"4.254,93","1.978,22","94,79"
05/01/2022,"4.920,81","2.772,76","181,41"
05/01/2022,"5.665,45","2.912,95","215,98"
05/01/2022,"6.310,76","3.381,13","218,95"
05/01/2022,"6.683,65","3.792,86","226,52"
05/01/2022,"6.722,25","3.797,43","224,45"
05/01/2022,"6.665,44","3.425,57","217,92"
05/01/2022,"6.616,23","3.475,72",205
05/01/2022,"6.450,62","3.373,50","214,9"
05/01/2022,"6.508,80","3.292,26","217,92"
05/01/2022,"6.676,79","3.627,64","226,52"
05/01/2022,"6.897,00","3.940,00","226,52"
05/01/2022,"7.314,03","4.047,21",265
05/01/2022,"7.400,42","4.090,34",265
05/01/2022,"7.400,50","4.053,44",265
05/01/2022,"7.008,12","3.764,12","241,93"
05/01/2022,"6.439,39","3.438,66","218,95"
05/01/2022,"5.854,24","3.332,94","207,46"
05/01/2022,"5.162,20","3.335,54",200
06/01/2022,"4.541,80","2.993,45","207,15"
06/01/2022,"4.191,93","2.948,24",195
06/01/2022,"3.957,50","2.902,28","189,44"
06/01/2022,"3.826,91","2.800,14","180,7"
06/01/2022,"3.794,57","2.609,23","170,1"
06/01/2022,"3.880,40","2.359,31","194,38"
06/01/2022,"4.162,74","2.111,44","204,22"
06/01/2022,"4.458,13","2.082,54","228,25"
06/01/2022,"4.807,19","2.545,88","236,23"
06/01/2022,"5.268,04","2.736,21","247,1"
06/01/2022,"5.589,29","2.838,32","245,24"
06/01/2022,"5.778,96","2.696,96","231,9"
06/01/2022,"5.902,89","2.386,97",226
06/01/2022,"5.685,82","2.381,67",220
06/01/2022,"5.464,42","2.322,28","216,06"
06/01/2022,"5.526,89","2.843,00","230,77"
06/01/2022,"5.665,85","3.167,72","245,95"
06/01/2022,"6.180,84","3.314,62","274,11"
06/01/2022,"6.337,46","3.341,69","273,44"
06/01/2022,"6.461,71","3.342,57","278,36"
06/01/2022,"6.233,73","3.334,08","251,71"
06/01/2022,"5.899,56","2.576,87","229,96"
06/01/2022,"5.437,59","2.356,18","227,46"
06/01/2022,"4.927,73","2.350,04","212,02"
07/01/2022,"4.470,42","1.457,37","213,47"
07/01/2022,"4.111,13","1.477,53","208,63"
07/01/2022,"3.913,92","1.524,69","204,35"
07/01/2022,"3.816,43","1.568,94","203,91"
07/01/2022,"3.847,91","1.616,44","202,54"
07/01/2022,"4.106,17","1.666,52","205,17"
07/01/2022,"4.776,36","1.739,26","229,22"
07/01/2022,"5.569,43","1.911,43",240
07/01/2022,"6.164,06","2.655,69","254,19"
07/01/2022,"6.595,61","2.934,65","257,24"
07/01/2022,"6.687,59","3.038,47","254,18"
07/01/2022,"6.672,83","2.668,31","241,22"
07/01/2022,"6.683,51","2.720,49","240,2"
07/01/2022,"6.518,22","2.616,08","229,53"
07/01/2022,"6.571,62","2.583,77","233,49"
07/01/2022,"6.720,68","2.721,97","237,08"
07/01/2022,"6.980,76","2.976,91",239
07/01/2022,"7.435,50","3.428,54","266,86"
07/01/2022,"7.495,64","3.427,19",270
07/01/2022,"7.475,76","3.347,91","257,2"
07/01/2022,"7.120,15","3.293,90","244,41"
07/01/2022,"6.578,68","2.362,46","236,04"
07/01/2022,"5.980,25","2.065,60",229
07/01/2022,"5.329,57","2.030,16","207,49"
08/01/2022,"4.769,80","1.531,72","218,33"
08/01/2022,"4.394,48","1.491,24","211,23"
08/01/2022,"4.148,54","1.487,46","201,9"
08/01/2022,"4.036,04","1.471,33",201
08/01/2022,"4.033,32","1.479,78",201
08/01/2022,"4.175,35","1.487,10",201
08/01/2022,"4.609,52","1.493,85","215,43"
08/01/2022,"5.199,46","1.615,80","228,77"
08/01/2022,"5.727,25","1.895,36","238,11"
08/01/2022,"6.123,33","2.490,59",239
08/01/2022,"6.246,65","2.767,47","242,93"
08/01/2022,"6.212,47","2.377,51","231,02"
08/01/2022,"6.149,04","2.343,12","223,33"
08/01/2022,"5.942,86","2.325,79","215,72"
08/01/2022,"5.890,26","2.170,10","215,49"
08/01/2022,"6.010,77","1.921,40",230
08/01/2022,"6.287,10","2.128,89","242,67"
08/01/2022,"6.835,03","2.573,57",290
08/01/2022,"7.030,77","2.642,00",300
08/01/2022,"7.151,62","2.597,26","294,96"
08/01/2022,"6.730,29","2.192,44",283
08/01/2022,"6.232,43","2.078,27","241,77"
08/01/2022,"5.715,29","1.469,11","233,56"
08/01/2022,"5.145,14","1.343,49",227
09/01/2022,"4.630,43","1.221,73",215
09/01/2022,"4.253,27","1.199,14","204,01"
09/01/2022,"3.961,50","1.225,25","197,61"
09/01/2022,"3.820,46","1.283,81",191
09/01/2022,"3.769,80","1.369,38",182
09/01/2022,"3.859,41","1.476,33",172
09/01/2022,"4.089,05","1.623,87","176,33"
09/01/2022,"4.391,86","1.852,99","187,66"
09/01/2022,"4.699,04","2.227,14","190,66"
09/01/2022,"5.260,70","2.424,48","194,36"
09/01/2022,"5.587,88","2.481,26",215
09/01/2022,"5.776,71","2.538,76","218,9"
09/01/2022,"5.920,14","2.438,48","218,34"
09/01/2022,"5.707,77","2.357,08","210,47"
09/01/2022,"5.530,94","2.218,62","213,06"
09/01/2022,"5.551,18","2.038,22","223,35"
09/01/2022,"5.684,33","1.956,19","225,55"
09/01/2022,"6.173,61","2.433,10","257,35"
09/01/2022,"6.376,41","2.518,88","269,6"
09/01/2022,"6.548,33","2.538,49","269,36"
09/01/2022,"6.369,72","2.539,24","242,08"
09/01/2022,"6.023,31","2.153,17","222,8"
09/01/2022,"5.535,00","2.023,68","218,34"
09/01/2022,"4.966,05","1.874,89","203,8"
10/01/2022,"4.433,22","1.795,38","196,23"
10/01/2022,"4.113,43","1.785,94","191,85"
10/01/2022,"3.910,09","1.829,43","195,91"
10/01/2022,"3.825,33","1.924,41","186,66"
10/01/2022,"3.868,64","2.054,54","178,04"
10/01/2022,"4.161,20","2.175,35","192,15"
10/01/2022,"5.090,62","3.083,92","237,44"
10/01/2022,"6.053,69","4.444,69","299,95"
10/01/2022,"6.857,05","5.076,00","304,35"
10/01/2022,"7.344,69","5.458,54","297,74"
10/01/2022,"7.457,97","5.618,86","239,44"
10/01/2022,"7.375,13","5.488,86","230,2"
10/01/2022,"7.337,26","5.478,02","232,89"
10/01/2022,"7.145,76","5.379,86",225
10/01/2022,"7.265,00","5.464,78","230,2"
10/01/2022,"7.430,17","5.546,20","239,44"
10/01/2022,"7.669,03","5.962,51","239,44"
10/01/2022,"8.053,09","6.278,18","313,79"
10/01/2022,"8.067,27","6.061,42","248,5"
10/01/2022,"7.952,87","5.592,79","294,98"
10/01/2022,"7.479,81","5.140,63","239,44"
10/01/2022,"6.934,69","4.186,70","231,89"
10/01/2022,"6.230,53","3.727,62","215,33"
10/01/2022,"5.519,04","3.435,24","198,93"
11/01/2022,"4.932,74","3.309,35","193,01"
11/01/2022,"4.548,00","3.282,42",181
11/01/2022,"4.323,32","3.041,39","170,47"
11/01/2022,"4.251,69","3.025,99","167,27"
11/01/2022,"4.280,33","3.004,05","167,27"
11/01/2022,"4.561,79","3.068,06","177,43"
11/01/2022,"5.356,46","3.643,16","209,83"
11/01/2022,"6.280,26","4.855,90","239,88"
11/01/2022,"7.059,83","5.564,46","300,02"
11/01/2022,"7.521,75","5.806,70","297,16"
11/01/2022,"7.527,19","6.121,57","277,02"
11/01/2022,"7.424,80","5.938,16","239,88"
11/01/2022,"7.340,21","5.843,46","239,88"
11/01/2022,"7.067,46","5.553,76",225
11/01/2022,"7.221,54","5.804,13","239,88"
11/01/2022,"7.390,05","5.769,72","277,9"
11/01/2022,"7.635,56","5.860,30","289,94"
11/01/2022,"8.027,21","6.224,10","316,4"
11/01/2022,"8.082,70","6.212,17","315,9"
11/01/2022,"8.015,00","6.220,34","309,2"
11/01/2022,"7.479,51","5.493,09","285,33"
11/01/2022,"6.960,97","5.338,39",245
11/01/2022,"6.288,51","4.173,78","235,22"
11/01/2022,"5.554,49","3.554,89","204,99"
12/01/2022,"4.960,15","3.189,13","196,65"
12/01/2022,"4.565,71","3.131,38","187,1"
12/01/2022,"4.354,59","3.072,62","184,27"
12/01/2022,"4.276,65","2.977,19","178,88"
12/01/2022,"4.318,34","2.992,82","178,33"
12/01/2022,"4.615,22","3.091,86","193,5"
12/01/2022,"5.432,82","4.368,42","236,76"
12/01/2022,"6.343,37","5.193,74","248,74"
12/01/2022,"7.049,35","5.992,59",300
12/01/2022,"7.464,04","6.212,54","279,91"
12/01/2022,"7.503,31","6.387,25","242,53"
12/01/2022,"7.385,65","6.255,91","213,99"
12/01/2022,"7.324,58","6.053,06","212,99"
12/01/2022,"7.126,38","5.730,10",210
12/01/2022,"7.248,93","6.234,37","213,99"
12/01/2022,"7.412,94","5.988,99","240,01"
12/01/2022,"7.647,37","5.937,39",255
12/01/2022,"8.066,18","6.206,55","284,82"
12/01/2022,"8.133,41","6.221,84","285,97"
12/01/2022,"8.073,94","6.020,35","269,03"
12/01/2022,"7.611,02","5.818,59","246,9"
12/01/2022,"7.067,81","5.713,38","222,79"
12/01/2022,"6.379,71","4.834,85","213,64"
12/01/2022,"5.633,15","4.097,59","200,22"
13/01/2022,"5.005,03","2.762,13","192,24"
13/01/2022,"4.610,67","2.728,82","188,72"
13/01/2022,"4.380,43","2.688,23","187,87"
13/01/2022,"4.294,28","2.655,80","186,57"
13/01/2022,"4.329,56","2.654,73",188
13/01/2022,"4.616,80","2.692,76","198,24"
13/01/2022,"5.458,69","3.519,09","212,18"
13/01/2022,"6.440,04","5.049,85","236,26"
13/01/2022,"7.237,79","5.802,31","252,39"
13/01/2022,"7.632,87","6.234,13","253,1"
13/01/2022,"7.660,41","5.947,66","212,7"
13/01/2022,"7.552,82","5.618,33","204,39"
13/01/2022,"7.454,11","5.592,91","204,39"
13/01/2022,"7.247,73","5.355,20",200
13/01/2022,"7.381,42","5.655,57","210,7"
13/01/2022,"7.552,40","5.876,18","221,65"
13/01/2022,"7.780,17","6.253,50","243,44"
13/01/2022,"8.215,31","6.336,83","266,3"
13/01/2022,"8.270,28","6.322,44",274
13/01/2022,"8.206,71","6.283,16","262,95"
13/01/2022,"7.674,22","6.100,42","246,27"
13/01/2022,"7.116,46","5.897,83","230,1"
13/01/2022,"6.442,72","5.158,38","217,03"
13/01/2022,"5.665,76","4.175,53","207,99"
14/01/2022,"4.906,00","3.116,49",200
14/01/2022,"4.523,27","2.912,38","180,02"
14/01/2022,"4.290,35","2.829,54",180
14/01/2022,"4.225,05","2.769,42","179,92"
14/01/2022,"4.280,28","2.720,19",180
14/01/2022,"4.546,77","2.676,99","189,91"
14/01/2022,"5.395,82","3.712,69",208
14/01/2022,"6.317,03","5.028,56","259,24"
14/01/2022,"7.097,88","5.387,71","259,85"
14/01/2022,"7.481,07","5.705,83",230
14/01/2022,"7.488,97","5.388,32",200
14/01/2022,"7.410,94","4.694,64","192,99"
14/01/2022,"7.313,39","4.800,08","192,99"
14/01/2022,"7.086,86","4.456,56",190
14/01/2022,"7.177,95","5.181,89",200
14/01/2022,"7.278,06","5.058,80",220
14/01/2022,"7.549,29","4.903,26","238,05"
14/01/2022,"7.953,26","5.169,79",262
14/01/2022,"8.050,95","5.345,05","280,67"
14/01/2022,"8.017,90","5.224,15",269
14/01/2022,"7.493,58","5.117,73","243,07"
14/01/2022,"6.907,00","5.032,71","225,61"
14/01/2022,"6.302,03","4.534,29","216,68"
14/01/2022,"5.585,96","4.119,24",205
15/01/2022,"4.891,28","2.065,15","222,01"
15/01/2022,"4.517,06","1.725,38","214,92"
15/01/2022,"4.230,05","1.726,39","209,61"
15/01/2022,"4.129,13","1.764,35","196,7"
15/01/2022,"4.130,02","1.810,97","193,04"
15/01/2022,"4.262,56","1.845,27","195,05"
15/01/2022,"4.754,01","2.164,45",210
15/01/2022,"5.293,35","2.816,06","217,21"
15/01/2022,"5.701,89","3.798,79","223,76"
15/01/2022,"6.098,18","3.986,67","218,39"
15/01/2022,"6.148,88","3.549,38",198
15/01/2022,"6.057,39","3.446,32","175,01"
15/01/2022,"5.988,57","3.508,87","175,01"
15/01/2022,"5.754,98","3.376,73","174,57"
15/01/2022,"5.699,43","3.164,00","189,1"
15/01/2022,"5.779,88","3.080,85","213,98"
15/01/2022,"6.121,87","3.938,76","226,32"
15/01/2022,"6.654,04","3.986,14",260
15/01/2022,"6.958,73","4.180,42","267,03"
15/01/2022,"7.118,42","4.188,10","261,41"
15/01/2022,"6.763,16","3.929,71","243,62"
15/01/2022,"6.192,56","3.725,27","227,85"
15/01/2022,"5.726,11","3.245,86","222,66"
15/01/2022,"5.148,13","2.320,21",217
16/01/2022,"4.632,67","1.712,44","225,92"
16/01/2022,"4.276,77","1.351,68",216
16/01/2022,"3.959,17","1.334,77","207,62"
16/01/2022,"3.823,96","1.325,01","197,22"
16/01/2022,"3.804,23","1.329,38","186,7"
16/01/2022,"3.870,89","1.329,04","186,6"
16/01/2022,"4.206,75","1.571,23","198,01"
16/01/2022,"4.495,41","1.797,84","200,03"
16/01/2022,"4.817,01","2.127,89",200
16/01/2022,"5.262,70","2.595,28","204,86"
16/01/2022,"5.484,67","2.982,26","204,5"
16/01/2022,"5.583,10","3.240,58","204,43"
16/01/2022,"5.679,61","3.313,32","205,21"
16/01/2022,"5.462,13","3.229,66","195,02"
16/01/2022,"5.281,79","3.065,52","191,9"
16/01/2022,"5.352,64","2.728,45","196,92"
16/01/2022,"5.588,23","3.017,95","213,05"
16/01/2022,"6.052,76","3.882,03","222,87"
16/01/2022,"6.353,15","4.118,51","257,45"
16/01/2022,"6.598,79","4.155,67","265,36"
16/01/2022,"6.423,67","4.178,90","257,13"
16/01/2022,"6.045,77","4.057,38","241,9"
16/01/2022,"5.617,60","3.916,93","228,52"
16/01/2022,"5.001,04","3.360,40",206
17/01/2022,"4.432,14","2.705,09",229
17/01/2022,"4.099,02","2.509,62","211,8"
17/01/2022,"3.890,49","2.399,90","199,82"
17/01/2022,"3.817,62","2.275,69","197,7"
17/01/2022,"3.870,05","2.261,64",200
17/01/2022,"4.172,86","2.339,63","222,78"
17/01/2022,"5.103,12","3.967,03","237,3"
17/01/2022,"6.126,01","4.888,18","258,9"
17/01/2022,"6.944,95","5.379,90",290
17/01/2022,"7.358,76","5.850,10",280
17/01/2022,"7.380,67","5.938,52",240
17/01/2022,"7.302,04","5.662,67","218,99"
17/01/2022,"7.252,27","5.711,48","218,99"
17/01/2022,"7.067,33","5.494,31","217,99"
17/01/2022,"7.162,68","5.799,63","232,47"
17/01/2022,"7.308,98","5.532,57","256,99"
17/01/2022,"7.630,03","5.287,42","264,73"
17/01/2022,"8.045,55","5.392,60","276,49"
17/01/2022,"8.061,28","5.309,01","299,03"
17/01/2022,"8.020,55","5.254,80","288,69"
17/01/2022,"7.575,31","5.086,53",260
17/01/2022,"7.025,70","4.981,82","233,77"
17/01/2022,"6.308,28","4.147,28","230,13"
17/01/2022,"5.565,85","4.100,58","218,85"
18/01/2022,"4.933,47","3.107,34","213,9"
18/01/2022,"4.575,81","2.753,05","203,27"
18/01/2022,"4.371,88","2.684,21","200,48"
18/01/2022,"4.275,14","2.736,90","194,52"
18/01/2022,"4.323,24","2.793,76","193,99"
18/01/2022,"4.562,38","2.967,49",205
18/01/2022,"5.418,23","4.541,21","219,51"
18/01/2022,"6.364,08","5.838,28","261,32"
18/01/2022,"7.031,95","6.157,98","270,51"
18/01/2022,"7.421,99","6.553,64","251,63"
18/01/2022,"7.347,90","6.681,42","219,51"
18/01/2022,"7.205,68","6.078,48","207,65"
18/01/2022,"7.139,03","6.164,78","207,65"
18/01/2022,"6.906,79","5.964,38","206,01"
18/01/2022,"7.032,81","6.272,57","210,99"
18/01/2022,"7.212,88","6.324,48","249,22"
18/01/2022,"7.556,56","6.183,00",260
18/01/2022,"7.928,44","6.239,00",278
18/01/2022,"8.083,89","6.171,44","294,36"
18/01/2022,"8.091,46","6.163,95","278,41"
18/01/2022,"7.623,26","6.027,74","259,29"
18/01/2022,"7.042,27","5.851,67",240
18/01/2022,"6.375,27","5.766,80","225,84"
18/01/2022,"5.630,79","5.053,38","213,54"
19/01/2022,"4.968,96","3.533,11","199,46"
19/01/2022,"4.593,16","3.538,84",197
19/01/2022,"4.341,76","3.250,52",195
19/01/2022,"4.325,86","3.183,43","193,91"
19/01/2022,"4.343,29","3.169,20","188,7"
19/01/2022,"4.625,65","3.562,89","195,36"
19/01/2022,"5.515,93","4.558,51","212,51"
19/01/2022,"6.443,70","4.909,17","275,44"
19/01/2022,"7.105,45","5.172,52","285,36"
19/01/2022,"7.433,23","5.530,73","270,11"
19/01/2022,"7.383,13","5.601,25","223,66"
19/01/2022,"7.279,07","5.590,86","204,8"
19/01/2022,"7.180,95","5.664,67","254,1"
19/01/2022,"6.972,98","5.568,12","223,66"
19/01/2022,"7.075,31","5.709,10","229,39"
19/01/2022,"7.294,21","5.792,71","235,31"
19/01/2022,"7.540,13","5.718,61",250
19/01/2022,"7.991,63","5.885,68",270
19/01/2022,"8.139,24","5.987,58","282,7"
19/01/2022,"8.098,42","6.030,12","273,89"
19/01/2022,"7.588,80","6.047,88","254,21"
19/01/2022,"7.043,48","5.952,82","222,26"
19/01/2022,"6.384,93","5.942,11","208,8"
19/01/2022,"5.621,55","4.618,44","191,09"
20/01/2022,"4.904,41","4.222,13","191,78"
20/01/2022,"4.534,18","3.754,56","185,18"
20/01/2022,"4.297,89","3.294,86","179,53"
20/01/2022,"4.246,93","2.962,82","171,43"
20/01/2022,"4.289,88","2.999,45","168,18"
20/01/2022,"4.543,56","3.775,33","181,5"
20/01/2022,"5.430,63","4.959,97",192
20/01/2022,"6.371,93","5.860,78",205
20/01/2022,"7.125,84","5.957,28","232,87"
20/01/2022,"7.517,92","5.971,78","213,25"
20/01/2022,"7.498,94","5.668,35","193,99"
20/01/2022,"7.435,14","5.041,56","185,99"
20/01/2022,"7.356,06","4.879,86","180,7"
20/01/2022,"7.113,47","4.599,79","180,23"
20/01/2022,"7.204,19","5.021,58",185
20/01/2022,"7.364,01","5.801,34","197,99"
20/01/2022,"7.538,43","5.980,19",223
20/01/2022,"7.997,43","5.999,23","248,51"
20/01/2022,"8.063,48","6.010,17",265
20/01/2022,"8.007,18","5.936,72","265,45"
20/01/2022,"7.508,26","5.621,08",245
20/01/2022,"6.970,67","5.360,91","220,56"
20/01/2022,"6.309,79","5.154,63","202,4"
20/01/2022,"5.547,13","4.751,43","196,8"
21/01/2022,"4.942,25","3.561,45","197,6"
21/01/2022,"4.545,20","3.139,00",187
21/01/2022,"4.327,38","2.844,21","183,14"
21/01/2022,"4.279,43","2.488,92","182,07"
21/01/2022,"4.326,64","2.553,75","182,3"
21/01/2022,"4.587,89","3.333,54","189,52"
21/01/2022,"5.421,52","4.342,02","211,68"
21/01/2022,"6.340,12","4.902,63","253,84"
21/01/2022,"7.072,06","5.165,42","263,75"
21/01/2022,"7.483,18","5.453,38","261,98"
21/01/2022,"7.495,11","5.582,50","242,24"
21/01/2022,"7.428,15","5.727,99","197,97"
21/01/2022,"7.373,45","5.881,68","195,85"
21/01/2022,"7.128,51","5.641,29","193,08"
21/01/2022,"7.205,08","5.557,95","193,08"
21/01/2022,"7.321,47","5.689,96","201,21"
21/01/2022,"7.551,40","5.753,08",220
21/01/2022,"7.999,26","5.802,97","249,43"
21/01/2022,"8.161,53","5.844,26",266
21/01/2022,"8.077,06","5.831,22","260,29"
21/01/2022,"7.571,79","5.797,22","233,1"
21/01/2022,"6.947,20","5.568,03","221,97"
21/01/2022,"6.272,75","5.452,27","195,05"
21/01/2022,"5.553,05","4.476,33",187
22/01/2022,"4.969,63","3.319,45","198,3"
22/01/2022,"4.598,03","3.289,96","189,2"
22/01/2022,"4.341,66","2.526,77","187,21"
22/01/2022,"4.247,11","2.026,12","178,72"
22/01/2022,"4.239,55","1.927,56","176,04"
22/01/2022,"4.364,55","1.888,50","176,35"
22/01/2022,"4.810,00","2.594,74","190,29"
22/01/2022,"5.340,22","3.632,73","213,65"
22/01/2022,"5.861,85","3.909,61","233,83"
22/01/2022,"6.290,89","4.269,00","220,31"
22/01/2022,"6.352,97","4.310,05","217,6"
22/01/2022,"6.262,67","4.458,59","209,66"
22/01/2022,"6.162,90","4.244,54",201
22/01/2022,"5.935,25","3.697,35","189,13"
22/01/2022,"5.872,38","2.714,39","189,99"
22/01/2022,"5.942,37","3.563,28","196,5"
22/01/2022,"6.222,35","4.175,42",197
22/01/2022,"6.750,41","4.711,33","222,31"
22/01/2022,"7.090,75","4.788,63",240
22/01/2022,"7.266,30","4.830,68","245,27"
22/01/2022,"6.861,01","4.933,80","227,75"
22/01/2022,"6.301,29","4.952,87","211,88"
22/01/2022,"5.790,59","4.386,08","202,1"
22/01/2022,"5.199,66","3.925,76",197
23/01/2022,"4.705,24","2.334,55","197,14"
23/01/2022,"4.300,09","1.944,87",190
23/01/2022,"4.020,25","1.935,79","187,98"
23/01/2022,"3.890,24","1.934,92","179,73"
23/01/2022,"3.844,29","1.916,57","179,04"
23/01/2022,"3.947,58","1.481,29","179,49"
23/01/2022,"4.271,39","1.910,54","189,89"
23/01/2022,"4.580,86","1.993,07","189,99"
23/01/2022,"4.973,66","2.399,81",190
23/01/2022,"5.428,63","3.193,37","195,31"
23/01/2022,"5.645,91","3.507,45","195,34"
23/01/2022,"5.705,63","3.620,86","195,87"
23/01/2022,"5.778,24","3.362,83","195,41"
23/01/2022,"5.497,29","3.377,13","186,29"
23/01/2022,"5.302,34","2.993,07","184,49"
23/01/2022,"5.353,82","2.886,89",190
23/01/2022,"5.590,82","3.618,48",194
23/01/2022,"6.118,31","3.933,90","214,95"
23/01/2022,"6.495,87","4.096,15","239,49"
23/01/2022,"6.698,86","4.091,79","244,31"
23/01/2022,"6.526,90","4.098,53","224,96"
23/01/2022,"6.151,22","4.004,97","204,84"
23/01/2022,"5.608,07","3.534,81",201
23/01/2022,"4.993,54","2.749,94","187,68"
24/01/2022,"4.455,00","2.322,82","190,27"
24/01/2022,"4.114,87","1.856,50","179,61"
24/01/2022,"3.948,96","1.894,47","178,3"
24/01/2022,"3.862,00","1.930,94","177,46"
24/01/2022,"3.921,39","1.982,36","177,61"
24/01/2022,"4.237,83","2.579,14",190
24/01/2022,"5.167,37","4.481,72","224,83"
24/01/2022,"6.212,61","5.581,18",265
24/01/2022,"7.081,49","6.177,95","300,02"
24/01/2022,"7.510,19","6.434,19","297,84"
24/01/2022,"7.566,48","6.086,42",210
24/01/2022,"7.454,55","5.675,76",203
24/01/2022,"7.355,98","5.766,49","204,27"
24/01/2022,"7.105,59","5.479,08","201,27"
24/01/2022,"7.223,02","5.599,66","203,99"
24/01/2022,"7.357,76","6.086,60",210
24/01/2022,"7.531,86","6.186,27","273,57"
24/01/2022,"7.931,50","6.109,87","307,38"
24/01/2022,"8.090,37","6.196,90","341,85"
24/01/2022,"8.089,87","5.904,13","315,31"
24/01/2022,"7.599,06","5.792,96","274,98"
